Experiment,Epoch,TotalEpochs,G_Loss,D_Loss,ModeVar,FID
WGANGP,76,150,411.9295,-6.2452,0.0845,
WGANGP,77,150,406.488,24.5156,0.1093,
WGANGP,78,150,390.2621,-5.9676,0.0789,
WGANGP,79,150,410.6433,-5.6057,0.0913,
WGANGP,80,150,416.2195,24.8467,0.0755,116.7833
WGANGP,81,150,429.2443,157.6138,0.067,
WGANGP,82,150,448.6936,83.6784,0.1051,
WGANGP,83,150,446.7682,-4.1346,0.1112,
WGANGP,84,150,448.0979,-7.0578,0.0852,
WGANGP,85,150,454.529,47.1702,0.0549,
WGANGP,86,150,472.2319,-2.5839,0.0861,
WGANGP,87,150,474.1623,18.9131,0.1086,
WGANGP,88,150,474.828,34.1986,0.0914,
WGANGP,89,150,491.406,34.5717,0.0734,
WGANGP,90,150,500.1662,46.5773,0.0884,119.5934
WGANGP,91,150,500.5047,15.8486,0.0992,
WGANGP,92,150,485.3166,193.9628,0.0912,
WGANGP,93,150,475.8846,56.2709,0.0917,
WGANGP,94,150,485.9911,11.0394,0.0929,
WGANGP,95,150,504.1515,3.2253,0.0808,
WGANGP,96,150,510.9,-6.065,0.0712,
WGANGP,97,150,495.4678,-0.0615,0.0833,
WGANGP,98,150,500.9753,-2.9618,0.0632,
WGANGP,99,150,506.4229,92.1496,0.1047,
WGANGP,100,150,498.9238,17.6207,0.1024,113.182
WGANGP,101,150,512.1643,71.3482,0.0737,
WGANGP,102,150,510.3206,383.6746,0.0759,
WGANGP,103,150,514.7542,186.4285,0.0957,
WGANGP,104,150,529.5277,45.2142,0.0759,
WGANGP,105,150,525.0507,41.3786,0.0827,
WGANGP,106,150,524.4039,28.3183,0.0659,
WGANGP,107,150,518.4679,22.1636,0.0774,
WGANGP,108,150,528.9439,8.2146,0.099,
WGANGP,109,150,525.6287,103.4587,0.0617,
WGANGP,110,150,523.487,0.3087,0.1238,100.4529
WGANGP,111,150,516.2652,25.4059,0.0725,
WGANGP,112,150,494.6011,135.6359,0.1195,
WGANGP,113,150,502.2252,3.6173,0.111,
WGANGP,114,150,515.0321,-5.0464,0.0777,
WGANGP,115,150,512.5559,5.8612,0.0731,
WGANGP,116,150,516.8275,2.1509,0.0963,
WGANGP,117,150,515.5779,31.8096,0.0885,
WGANGP,118,150,522.3418,11.4026,0.0783,
WGANGP,119,150,527.8178,-5.1826,0.0925,
WGANGP,120,150,520.6886,-1.8494,0.0642,107.4164
WGANGP,121,150,505.7522,-2.9024,0.1202,
WGANGP,122,150,510.9784,17.5476,0.0679,
WGANGP,123,150,510.3535,-1.1587,0.0803,
WGANGP,124,150,510.7785,2.1958,0.1012,
WGANGP,125,150,498.7423,91.5827,0.1044,
WGANGP,126,150,502.6234,-5.1123,0.0755,
WGANGP,127,150,501.6767,11.6992,0.0938,
WGANGP,128,150,504.3571,33.2228,0.0812,
WGANGP,129,150,501.2215,22.6377,0.0787,
WGANGP,130,150,495.5013,-5.5026,0.1182,98.3369
WGANGP,131,150,500.9725,191.356,0.1019,
WGANGP,132,150,507.7614,-7.6949,0.0774,
WGANGP,133,150,513.2604,28.3622,0.0901,
WGANGP,134,150,519.7827,51.9936,0.0828,
WGANGP,135,150,532.6294,-0.562,0.0785,
WGANGP,136,150,529.4361,90.6156,0.0825,
WGANGP,137,150,514.6094,7.2161,0.0759,
WGANGP,138,150,532.7074,-5.8994,0.0989,
WGANGP,139,150,538.8178,13.9618,0.0843,
WGANGP,140,150,545.2246,34.3239,0.0826,94.9687
WGANGP,141,150,543.275,-1.9024,0.0841,
WGANGP,142,150,559.9077,9.8155,0.1018,
WGANGP,143,150,557.2667,-3.1387,0.1008,
WGANGP,144,150,561.1224,230.6878,0.0822,
WGANGP,145,150,564.8255,61.7162,0.0973,
WGANGP,146,150,579.2039,19.3474,0.0958,
WGANGP,147,150,582.6061,8.1673,0.0816,
WGANGP,148,150,587.1542,-3.6056,0.0915,
WGANGP,149,150,589.4923,-6.0859,0.0889,
WGANGP,150,150,583.4053,60.8907,0.0748,95.5508
HINGE,1,150,6.0432,0.8723,0.1219,
HINGE,2,150,2.7379,0.6975,0.1255,
HINGE,3,150,2.0268,0.9926,0.0993,
HINGE,4,150,1.9728,1.0652,0.0806,
HINGE,5,150,2.0395,1.0099,0.0897,
HINGE,6,150,2.1298,0.9293,0.0674,
HINGE,7,150,2.2696,0.7839,0.0685,
HINGE,8,150,2.3443,0.7738,0.0864,
HINGE,9,150,2.3177,0.7879,0.0809,
HINGE,10,150,2.3342,0.7069,0.0947,116.4631
HINGE,11,150,2.4778,0.596,0.0997,
HINGE,12,150,2.5796,0.5189,0.1078,
HINGE,13,150,2.7427,0.5083,0.0865,
HINGE,14,150,2.7754,0.4822,0.0613,
HINGE,15,150,2.7321,0.4098,0.0853,
HINGE,16,150,2.7103,0.4271,0.0872,
HINGE,17,150,2.8107,0.3639,0.1044,
HINGE,18,150,2.8627,0.3239,0.0977,
HINGE,19,150,2.9878,0.3531,0.1234,
HINGE,20,150,2.9911,0.3519,0.0718,78.9391
HINGE,21,150,3.0001,0.2699,0.0976,
HINGE,22,150,3.1018,0.3152,0.0927,
HINGE,23,150,3.2162,0.2741,0.0699,
HINGE,24,150,3.0762,0.2839,0.0816,
HINGE,25,150,3.2253,0.2321,0.0754,
HINGE,26,150,3.2083,0.2855,0.0987,
HINGE,27,150,3.1673,0.2222,0.079,
HINGE,28,150,3.3068,0.2643,0.0918,
HINGE,29,150,3.3168,0.2399,0.0911,
HINGE,30,150,3.3315,0.2231,0.0808,70.3527
HINGE,31,150,3.3089,0.1708,0.0964,
HINGE,32,150,3.4716,0.242,0.0891,
HINGE,33,150,3.4181,0.209,0.074,
HINGE,34,150,3.3353,0.2027,0.0964,
HINGE,35,150,3.571,0.2252,0.1347,
HINGE,36,150,3.4649,0.1833,0.1079,
HINGE,37,150,3.6154,0.1723,0.109,
HINGE,38,150,3.639,0.1921,0.0483,
HINGE,39,150,3.5379,0.148,0.087,
HINGE,40,150,3.6497,0.1895,0.064,58.0955
HINGE,41,150,3.7519,0.1737,0.079,
HINGE,42,150,3.8267,0.1532,0.0734,
HINGE,43,150,3.7263,0.2234,0.0792,
HINGE,44,150,3.9304,0.1796,0.0987,
HINGE,45,150,3.8458,0.201,0.0774,
HINGE,46,150,3.8221,0.1794,0.0833,
HINGE,47,150,3.9058,0.1892,0.0902,
HINGE,48,150,3.913,0.2225,0.0694,
HINGE,49,150,3.9207,0.1487,0.0578,
HINGE,50,150,4.1022,0.1506,0.044,47.8325
HINGE,51,150,4.0209,0.2539,0.0676,
HINGE,52,150,3.8454,0.1443,0.0595,
HINGE,53,150,4.0071,0.1475,0.0216,
HINGE,54,150,4.1423,0.1592,0.0522,
HINGE,55,150,4.1777,0.188,0.051,
HINGE,56,150,4.0962,0.1401,0.0748,
HINGE,57,150,4.0433,0.1933,0.0595,
HINGE,58,150,4.0962,0.1455,0.0454,
HINGE,59,150,4.087,0.1051,0.0574,
HINGE,60,150,4.097,0.2099,0.0565,56.7366
HINGE,61,150,4.1676,0.1986,0.0585,
HINGE,62,150,4.0464,0.2204,0.0875,
HINGE,63,150,3.977,0.1308,0.0614,
HINGE,64,150,4.077,0.1521,0.0542,
HINGE,65,150,3.971,0.1136,0.0548,
HINGE,66,150,4.199,0.1488,0.0521,
HINGE,67,150,4.1325,0.1347,0.0677,
HINGE,68,150,4.197,0.1944,0.0618,
HINGE,69,150,4.3347,0.1448,0.0506,
HINGE,70,150,4.1719,0.1218,0.0699,48.8172
HINGE,71,150,4.2096,0.1333,0.0481,
HINGE,72,150,4.4437,0.15,0.0388,
HINGE,73,150,4.1879,0.1335,0.0685,
HINGE,74,150,4.4506,0.1373,0.0485,
HINGE,75,150,4.3882,0.1513,0.0518,
HINGE,76,150,4.3685,0.1334,0.0679,
HINGE,77,150,4.3738,0.0993,0.053,
HINGE,78,150,4.435,0.1374,0.0453,
HINGE,79,150,4.4356,0.1091,0.0603,
HINGE,80,150,4.4324,0.1319,0.0558,56.8175
HINGE,81,150,4.4012,0.2303,0.0643,
HINGE,82,150,4.2317,0.1214,0.0446,
HINGE,83,150,4.3138,0.1185,0.0444,
HINGE,84,150,4.3813,0.1451,0.0653,
HINGE,85,150,4.4189,0.1561,0.0471,
HINGE,86,150,4.3367,0.1319,0.0485,
HINGE,87,150,4.3929,0.147,0.0542,
HINGE,88,150,4.4026,0.1351,0.0563,
HINGE,89,150,4.2993,0.1301,0.045,
HINGE,90,150,4.2476,0.1902,0.0482,48.1861
HINGE,91,150,4.2333,0.121,0.0604,
HINGE,92,150,4.2347,0.1199,0.0449,
HINGE,93,150,4.5033,0.1953,0.0369,
HINGE,94,150,4.1676,0.1395,0.0408,
HINGE,95,150,4.2712,0.1406,0.0447,
HINGE,96,150,4.3251,0.1389,0.0573,
HINGE,97,150,4.4277,0.1466,0.0581,
HINGE,98,150,4.2619,0.1116,0.045,
HINGE,99,150,4.3307,0.1376,0.0558,
HINGE,100,150,4.293,0.1442,0.0559,50.8381
HINGE,101,150,4.3615,0.1096,0.0689,
HINGE,102,150,4.3601,0.1483,0.0548,
HINGE,103,150,4.3289,0.1537,0.0475,
HINGE,104,150,4.1503,0.1255,0.0584,
HINGE,105,150,4.3981,0.1523,0.0545,
HINGE,106,150,4.3085,0.1256,0.0584,
HINGE,107,150,4.2751,0.1278,0.0522,
HINGE,108,150,4.3757,0.1351,0.067,
HINGE,109,150,4.243,0.126,0.0547,
HINGE,110,150,4.2688,0.1209,0.0462,56.4389
HINGE,111,150,4.3782,0.1659,0.0648,
HINGE,112,150,4.3038,0.1257,0.0637,
HINGE,113,150,4.3092,0.1164,0.0486,
HINGE,114,150,4.3153,0.1267,0.0465,
HINGE,115,150,4.3708,0.1304,0.0461,
HINGE,116,150,4.3587,0.1307,0.0476,
HINGE,117,150,4.1523,0.1627,0.0556,
HINGE,118,150,4.0672,0.1433,0.0518,
HINGE,119,150,4.2019,0.1275,0.0598,
HINGE,120,150,4.3327,0.137,0.0568,48.8285
HINGE,121,150,4.2621,0.1331,0.0447,
HINGE,122,150,4.307,0.1277,0.0514,
HINGE,123,150,4.4067,0.1157,0.0508,
HINGE,124,150,4.4536,0.1384,0.055,
HINGE,125,150,4.3304,0.1387,0.0539,
HINGE,126,150,4.2726,0.1226,0.0599,
HINGE,127,150,4.39,0.1294,0.0816,
HINGE,128,150,4.3902,0.1198,0.0609,
HINGE,129,150,4.3688,0.1474,0.0597,
HINGE,130,150,4.3462,0.1709,0.0607,43.5463
HINGE,131,150,4.2105,0.1047,0.0535,
HINGE,132,150,4.3869,0.1199,0.064,
HINGE,133,150,4.3423,0.1442,0.0692,
HINGE,134,150,4.511,0.1299,0.075,
HINGE,135,150,4.3931,0.1224,0.0494,
HINGE,136,150,4.4806,0.1069,0.0632,
HINGE,137,150,4.3551,0.1059,0.0532,
HINGE,138,150,4.5409,0.1451,0.0587,
HINGE,139,150,4.4466,0.1011,0.0595,
HINGE,140,150,4.6408,0.1148,0.06,48.19
HINGE,141,150,4.4484,0.1316,0.0582,
HINGE,142,150,4.4383,0.11,0.066,
HINGE,143,150,4.4579,0.1187,0.0611,
HINGE,144,150,4.5215,0.125,0.0545,
HINGE,145,150,4.4991,0.1086,0.0629,
HINGE,146,150,4.48,0.1839,0.0657,
HINGE,147,150,4.3638,0.0864,0.0694,
HINGE,148,150,4.4184,0.128,0.0605,
HINGE,149,150,4.5314,0.0713,0.0529,
HINGE,150,150,4.4938,0.1319,0.0699,48.8761
