Experiment,Epoch,TotalEpochs,G_Loss,D_Loss,ModeVar,FID
HYBRID,35,100,-165.7436,88.4587,0.1438,
HYBRID,36,100,-172.3749,-9.3371,0.148,
HYBRID,37,100,-172.8909,4.2126,0.1235,
HYBRID,38,100,-178.1296,16.848,0.113,
HYBRID,39,100,-187.1085,62.8901,0.1116,
HYBRID,40,100,-190.9035,4.7517,0.1297,125.6048
HYBRID,41,100,-190.337,22.1261,0.1191,
HYBRID,42,100,-192.2726,93.0764,0.1222,
HYBRID,43,100,-196.3879,45.7098,0.1304,
HYBRID,44,100,-203.1387,-11.7099,0.1316,
HYBRID,45,100,-210.2877,24.9818,0.1154,
HYBRID,46,100,-214.934,-5.3696,0.1199,
HYBRID,47,100,-223.4642,22.7235,0.1254,
HYBRID,48,100,-224.38,17.5478,0.111,
HYBRID,49,100,-230.1414,3.7259,0.1157,
HYBRID,50,100,-233.3086,30.2301,0.1129,116.2967
HYBRID,51,100,-238.0283,34.7858,0.1234,
HYBRID,52,100,-248.7858,8.3322,0.1044,
HYBRID,53,100,-251.6779,-3.4972,0.1275,
HYBRID,54,100,-251.1083,-6.1345,0.115,
HYBRID,55,100,-269.2518,8.601,0.1163,
HYBRID,56,100,-271.9801,8.0182,0.1206,
HYBRID,57,100,-275.3075,0.4872,0.1204,
HYBRID,58,100,-276.4458,-5.9536,0.1147,
HYBRID,59,100,-266.9223,56.105,0.1278,
HYBRID,60,100,-270.8238,24.5357,0.1183,120.5689
HYBRID,61,100,-269.7934,189.6148,0.1067,
HYBRID,62,100,-276.1037,33.9596,0.1268,
HYBRID,63,100,-268.8563,13.0963,0.1088,
HYBRID,64,100,-267.5955,37.6606,0.1231,
HYBRID,65,100,-275.7531,39.0738,0.1194,
HYBRID,66,100,-283.8895,28.1109,0.1172,
HYBRID,67,100,-282.7043,14.4651,0.1179,
HYBRID,68,100,-284.7715,-4.3913,0.1045,
HYBRID,69,100,-289.5969,-4.7592,0.1199,
HYBRID,70,100,-289.5441,152.3898,0.1213,118.7305
HYBRID,71,100,-285.1227,-7.5817,0.1128,
HYBRID,72,100,-282.2364,26.6272,0.1066,
HYBRID,73,100,-286.656,-4.7703,0.1129,
HYBRID,74,100,-290.6602,-0.2098,0.1108,
HYBRID,75,100,-292.7225,1.8375,0.119,
HYBRID,76,100,-303.7111,-9.0282,0.1077,
HYBRID,77,100,-308.3683,-5.6646,0.1184,
HYBRID,78,100,-307.951,-4.2594,0.1206,
HYBRID,79,100,-312.3897,-7.0177,0.1174,
HYBRID,80,100,-315.6109,14.505,0.1051,125.7854
HYBRID,81,100,-316.1375,-3.8822,0.097,
HYBRID,82,100,-316.052,-7.5237,0.1266,
HYBRID,83,100,-313.5733,-9.5868,0.1258,
HYBRID,84,100,-301.6774,-0.8989,0.1161,
HYBRID,85,100,-303.2311,34.7111,0.1331,
HYBRID,86,100,-301.4057,-8.8712,0.1212,
HYBRID,87,100,-283.5107,-6.908,0.1172,
HYBRID,88,100,-277.3495,-3.5337,0.1106,
HYBRID,89,100,-276.0771,-12.1984,0.1184,
HYBRID,90,100,-277.3744,28.5176,0.1186,110.9571
HYBRID,91,100,-291.4228,-7.163,0.1087,
HYBRID,92,100,-299.3369,149.5911,0.1224,
HYBRID,93,100,-302.6583,59.6635,0.1248,
HYBRID,94,100,-310.3223,-9.8184,0.108,
HYBRID,95,100,-318.6224,-10.4876,0.1256,
HYBRID,96,100,-319.5875,8.2446,0.1114,
HYBRID,97,100,-329.2242,16.5399,0.1123,
HYBRID,98,100,-337.7182,-3.9899,0.1039,
HYBRID,99,100,-341.2042,-10.3113,0.1085,
HYBRID,100,100,-350.4151,25.2887,0.118,113.9646
